# Q-learning with proposed action estimation 2000
786
634
651
711
599
650
597
617
644
511
569
589
561
524
569
479
396
409
367
432
398
400
325
341
323
305
210
188
157
145
153
142
136
152
141
121
139
148
127
104
116
86
85
93
92
84
84
69
84
70
69
68
61
60
63
64
61
60
57
46
42
51
46
46
45
42
35
37
38
32
33
34
39
31
33
33
32
35
29
28
28
30
29
28
28
27
29
26
31
23
26
27
22
24
27
23
19
21
22
20
17
22
21
23
20
16
19
19
21
19
18
18
18
18
14
15
17
17
19
17
15
17
15
15
15
17
16
16
15
15
15
16
14
16
14
14
13
15
15
14
13
14
13
12
13
14
14
15
13
12
13
14
13
12
12
11
14
14
13
12
13
14
12
12
13
13
11
12
12
11
10
11
13
12
12
11
12
11
11
11
9
10
11
11
11
9
10
11
10
10
11
10
9
10
10
10
10
10
10
10
